"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2016","Region","FREQUENCY","FREQUENCY","TIME","TIME","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2001","2001",10284,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2002","2002",10302,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2003","2003",10267,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2004","2004",10157,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2005","2005",10270,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2006","2006",10280,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2007","2007",10256,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2008","2008",10400,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2009","2009",10553,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2010","2010",10670,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2011","2011",10830,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2012","2012",11176,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2013","2013",11503,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2014","2014",11600,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2015","2015",11444,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56730","Northam (S)","A","Annual","2016","2016",11260,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2001","2001",3347,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2002","2002",3358,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2003","2003",3355,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2004","2004",3369,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2005","2005",3345,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2006","2006",3334,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2007","2007",3322,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2008","2008",3318,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2009","2009",3309,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2010","2010",3298,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2011","2011",3281,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2012","2012",3375,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2013","2013",3447,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2014","2014",3405,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2015","2015",3375,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56790","Northampton (S)","A","Annual","2016","2016",3355,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2001","2001",276,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2002","2002",273,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2003","2003",269,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2004","2004",266,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2005","2005",258,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2006","2006",255,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2007","2007",252,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2008","2008",247,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2009","2009",238,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2010","2010",234,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2011","2011",236,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2012","2012",246,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2013","2013",254,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2014","2014",256,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2015","2015",258,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56860","Nungarin (S)","A","Annual","2016","2016",258,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2001","2001",1653,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2002","2002",1651,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2003","2003",1656,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2004","2004",1672,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2005","2005",1692,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2006","2006",1691,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2007","2007",1653,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2008","2008",1630,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2009","2009",1633,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2010","2010",1627,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2011","2011",1629,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2012","2012",1689,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2013","2013",1699,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2014","2014",1712,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2015","2015",1714,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","56930","Peppermint Grove (S)","A","Annual","2016","2016",1713,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2001","2001",615,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2002","2002",593,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2003","2003",584,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2004","2004",583,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2005","2005",574,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2006","2006",561,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2007","2007",607,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2008","2008",680,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2009","2009",773,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2010","2010",852,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2011","2011",930,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2012","2012",878,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2013","2013",828,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2014","2014",759,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2015","2015",692,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57000","Perenjori (S)","A","Annual","2016","2016",625,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2001","2001",7706,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2002","2002",8456,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2003","2003",8956,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2004","2004",9892,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2005","2005",11099,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2006","2006",12353,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2007","2007",13423,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2008","2008",14897,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2009","2009",16902,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2010","2010",17714,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2011","2011",18315,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2012","2012",19849,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2013","2013",21096,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2014","2014",21958,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2015","2015",22762,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57080","Perth (C)","A","Annual","2016","2016",23549,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2001","2001",1217,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2002","2002",1214,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2003","2003",1215,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2004","2004",1208,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2005","2005",1217,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2006","2006",1220,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2007","2007",1207,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2008","2008",1206,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2009","2009",1209,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2010","2010",1215,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2011","2011",1209,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2012","2012",1203,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2013","2013",1202,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2014","2014",1181,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2015","2015",1191,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57140","Pingelly (S)","A","Annual","2016","2016",1169,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2001","2001",4707,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2002","2002",4658,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2003","2003",4622,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2004","2004",4605,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2005","2005",4643,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2006","2006",4694,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2007","2007",4762,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2008","2008",4863,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2009","2009",4974,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2010","2010",4978,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2011","2011",5032,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2012","2012",5128,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2013","2013",5198,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2014","2014",5182,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2015","2015",5163,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57210","Plantagenet (S)","A","Annual","2016","2016",5142,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2001","2001",12881,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2002","2002",13201,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2003","2003",13555,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2004","2004",13692,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2005","2005",13880,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2006","2006",14084,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2007","2007",14129,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2008","2008",14309,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2009","2009",14825,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2010","2010",15252,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2011","2011",15659,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2012","2012",15853,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2013","2013",15976,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2014","2014",15662,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2015","2015",15382,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57280","Port Hedland (T)","A","Annual","2016","2016",15049,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2001","2001",1140,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2002","2002",1137,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2003","2003",1130,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2004","2004",1084,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2005","2005",1068,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2006","2006",1071,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2007","2007",1070,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2008","2008",1078,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2009","2009",1080,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2010","2010",1074,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2011","2011",1073,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2012","2012",1072,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2013","2013",1068,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2014","2014",1066,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2015","2015",1059,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57350","Quairading (S)","A","Annual","2016","2016",1036,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2001","2001",1510,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2002","2002",1543,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2003","2003",1562,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2004","2004",1589,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2005","2005",1733,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2006","2006",2045,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2007","2007",2110,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2008","2008",2220,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2009","2009",2171,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2010","2010",2158,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2011","2011",2187,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2012","2012",2159,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2013","2013",2130,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2014","2014",2052,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2015","2015",1924,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57420","Ravensthorpe (S)","A","Annual","2016","2016",1785,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2001","2001",74185,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2002","2002",75802,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2003","2003",77718,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2004","2004",80168,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2005","2005",82936,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2006","2006",87033,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2007","2007",92235,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2008","2008",96506,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2009","2009",100639,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2010","2010",104922,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2011","2011",109415,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2012","2012",114511,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2013","2013",119658,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2014","2014",123410,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2015","2015",126325,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57490","Rockingham (C)","A","Annual","2016","2016",129308,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2001","2001",134,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2002","2002",134,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2003","2003",132,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2004","2004",133,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2005","2005",126,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2006","2006",126,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2007","2007",123,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2008","2008",117,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2009","2009",113,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2010","2010",110,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2011","2011",109,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2012","2012",111,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2013","2013",112,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2014","2014",106,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2015","2015",99,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57630","Sandstone (S)","A","Annual","2016","2016",92,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2001","2001",11733,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2002","2002",11931,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2003","2003",12200,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2004","2004",12438,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2005","2005",12913,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2006","2006",13246,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2007","2007",14055,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2008","2008",15224,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2009","2009",16487,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2010","2010",17201,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2011","2011",18495,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2012","2012",20389,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2013","2013",22084,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","57700","Serpentine-Jarrahdale (S)","A","Annual","2014","2014",23673,,
